view,in_use_features,reducer,reduce_on,transforms,scaler,n_components,reducer_datasets,train_datasets,test_datasets,fold,user_id,estimator,accuracy (mean),accuracy (std),balanced accuracy (mean),balanced accuracy (std),f1-score macro (mean),f1-score macro (std),f1-score weighted (mean),f1-score weighted (std),geometric mean (mean)
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",wisdm,kuhar,,,svm-rbf-C1.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.33100422052601003,0.0,0.38617159061367834,0.0,0.47777756261487386
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",wisdm,kuhar,,,decision_tree-gini,0.4226190476190476,0.0,0.4226190476190476,0.0,0.35222832722832725,0.0,0.41093304843304845,0.0,0.4224412063463009
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",wisdm,realworld_thigh,,,random_forest-100,0.5119047619047619,0.0,0.511904761904762,0.0,0.42133273119574494,0.0,0.4915548530617023,0.0,0.5059311771045109
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",wisdm,realworld_thigh,,,knn-5,0.4523809523809524,0.0,0.4523809523809524,0.0,0.3649847804777382,0.0,0.42581557722402796,0.0,0.43934236960600564
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",wisdm,realworld_thigh,,,svm-rbf-C1.0,0.3869047619047619,0.0,0.3869047619047619,0.0,0.27605244996549344,0.0,0.322061191626409,0.0,0.3449408730467707
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",wisdm,realworld_thigh,,,decision_tree-gini,0.4642857142857143,0.0,0.46428571428571425,0.0,0.38235179786200196,0.0,0.44607709750566893,0.0,0.4565003827643828
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",motionsense,kuhar,,,random_forest-100,0.4880952380952381,0.0,0.48809523809523814,0.0,0.35081853012887493,0.0,0.35081853012887493,0.0,0.3773515335786777
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",motionsense,kuhar,,,knn-5,0.5059523809523809,0.0,0.5059523809523809,0.0,0.37394405207035036,0.0,0.37394405207035036,0.0,0.489579975273246
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",motionsense,kuhar,,,svm-rbf-C1.0,0.5059523809523809,0.0,0.5059523809523809,0.0,0.3817496470337516,0.0,0.3817496470337516,0.0,0.4078342677731903
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",motionsense,kuhar,,,decision_tree-gini,0.47619047619047616,0.0,0.4761904761904762,0.0,0.40690739535892434,0.0,0.40690739535892434,0.0,0.4307155360744177
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",kuhar,motionsense,,,random_forest-100,0.44047619047619047,0.0,0.44047619047619047,0.0,0.39886450339911583,0.0,0.3988645033991157,0.0,0.42271572977128336
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",kuhar,motionsense,,,knn-5,0.43452380952380953,0.0,0.43452380952380953,0.0,0.34938973063973067,0.0,0.3493897306397306,0.0,0.46638856750418567
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",kuhar,motionsense,,,svm-rbf-C1.0,0.5178571428571429,0.0,0.5178571428571429,0.0,0.4476677024033627,0.0,0.44766770240336273,0.0,0.5840001014057844
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",kuhar,motionsense,,,decision_tree-gini,0.16071428571428573,0.0,0.1607142857142857,0.0,0.16906297772634404,0.0,0.16906297772634404,0.0,0.1815750195869949
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",kuhar,wisdm,,,random_forest-100,0.37142857142857144,0.0,0.37142857142857144,0.0,0.28025542368247536,0.0,0.3923575931554655,0.0,0.43861171473758925
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",kuhar,wisdm,,,knn-5,0.42142857142857143,0.0,0.42142857142857143,0.0,0.24430735930735928,0.0,0.3420303030303031,0.0,0.47648749407347213
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",kuhar,wisdm,,,svm-rbf-C1.0,0.44285714285714284,0.0,0.4428571428571429,0.0,0.2892916223561385,0.0,0.40500827129859385,0.0,0.513908624559067
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",kuhar,wisdm,,,decision_tree-gini,0.17857142857142858,0.0,0.17857142857142855,0.0,0.14120968722145694,0.0,0.1976935621100397,0.0,0.20769438036922336
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",motionsense,motionsense,,,random_forest-100,0.8452380952380952,0.0,0.8452380952380953,0.0,0.8449527119857579,0.0,0.8449527119857579,0.0,0.8492316026528423
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",motionsense,motionsense,,,knn-5,0.8333333333333334,0.0,0.8333333333333334,0.0,0.8311494858908651,0.0,0.8311494858908652,0.0,0.837810394190569
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",motionsense,motionsense,,,svm-rbf-C1.0,0.8273809523809523,0.0,0.8273809523809522,0.0,0.8235846122903486,0.0,0.8235846122903486,0.0,0.8310369255925012
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",motionsense,motionsense,,,decision_tree-gini,0.8154761904761905,0.0,0.8154761904761906,0.0,0.8144879872301876,0.0,0.8144879872301877,0.0,0.8192694303620831
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",wisdm,motionsense,,,random_forest-100,0.6011904761904762,0.0,0.6011904761904762,0.0,0.5055299539170507,0.0,0.5897849462365592,0.0,0.5936771892999329
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",wisdm,motionsense,,,knn-5,0.5714285714285714,0.0,0.5714285714285715,0.0,0.4673418830834382,0.0,0.5452321969306779,0.0,0.5555804432782531
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",wisdm,motionsense,,,svm-rbf-C1.0,0.6071428571428571,0.0,0.6071428571428572,0.0,0.500257086463983,0.0,0.5836332675413135,0.0,0.5867419483920986
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",wisdm,motionsense,,,decision_tree-gini,0.5714285714285714,0.0,0.5714285714285715,0.0,0.4713373471994161,0.0,0.5498935717326522,0.0,0.5525065658103127
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",realworld_waist,realworld_waist,,,random_forest-100,0.7797619047619048,0.0,0.7797619047619048,0.0,0.7764782187528141,0.0,0.7764782187528141,0.0,0.7845607904113303
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",realworld_waist,realworld_waist,,,knn-5,0.7321428571428571,0.0,0.7321428571428571,0.0,0.7220235553903694,0.0,0.7220235553903694,0.0,0.7398372500233021
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",realworld_waist,realworld_waist,,,svm-rbf-C1.0,0.7321428571428571,0.0,0.7321428571428572,0.0,0.7246680511323865,0.0,0.7246680511323865,0.0,0.7443258710065664
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",realworld_waist,realworld_waist,,,decision_tree-gini,0.6488095238095238,0.0,0.6488095238095238,0.0,0.6376056680654382,0.0,0.6376056680654382,0.0,0.6504101136132946
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",realworld_thigh,motionsense,,,random_forest-100,0.7142857142857143,0.0,0.7142857142857143,0.0,0.7164822905535139,0.0,0.7164822905535139,0.0,0.7264081220716195
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",realworld_thigh,motionsense,,,knn-5,0.7440476190476191,0.0,0.7440476190476191,0.0,0.7438878617405021,0.0,0.7438878617405023,0.0,0.7508807017530185
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",realworld_thigh,motionsense,,,svm-rbf-C1.0,0.7559523809523809,0.0,0.7559523809523809,0.0,0.7541256887571727,0.0,0.7541256887571729,0.0,0.7575601728016544
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",realworld_thigh,motionsense,,,decision_tree-gini,0.6011904761904762,0.0,0.6011904761904762,0.0,0.5911643587082184,0.0,0.5911643587082184,0.0,0.6178996647023538
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",kuhar,realworld_waist,,,random_forest-100,0.5297619047619048,0.0,0.5297619047619048,0.0,0.48338566213020134,0.0,0.4833856621302014,0.0,0.5599617195812703
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",kuhar,realworld_waist,,,knn-5,0.5,0.0,0.5,0.0,0.43201505220008163,0.0,0.43201505220008163,0.0,0.4789131075792568
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",kuhar,realworld_waist,,,svm-rbf-C1.0,0.5654761904761905,0.0,0.5654761904761906,0.0,0.5087168106977883,0.0,0.5087168106977883,0.0,0.6200098210291634
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",kuhar,realworld_waist,,,decision_tree-gini,0.4880952380952381,0.0,0.4880952380952381,0.0,0.46164293372826837,0.0,0.4616429337282684,0.0,0.5282757325224622
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",realworld_thigh,wisdm,,,random_forest-100,0.45714285714285713,0.0,0.45714285714285713,0.0,0.3515392352699505,0.0,0.4921549293779308,0.0,0.5279136392039103
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",realworld_thigh,wisdm,,,knn-5,0.5214285714285715,0.0,0.5214285714285716,0.0,0.3877681581232183,0.0,0.5428754213725057,0.0,0.5550654491627498
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",realworld_thigh,wisdm,,,svm-rbf-C1.0,0.5214285714285715,0.0,0.5214285714285715,0.0,0.3941432077025298,0.0,0.5518004907835417,0.0,0.5596241625727344
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",realworld_thigh,wisdm,,,decision_tree-gini,0.35,0.0,0.35,0.0,0.25928102904847095,0.0,0.36299344066785927,0.0,0.3862215376789287
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",realworld_thigh,uci,,,random_forest-100,0.5214285714285715,0.0,0.5214285714285715,0.0,0.4577361841534932,0.0,0.45773618415349326,0.0,0.5541408908968848
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",realworld_thigh,uci,,,knn-5,0.45714285714285713,0.0,0.45714285714285713,0.0,0.34953876027642944,0.0,0.4194465123317152,0.0,0.521908353300406
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",realworld_thigh,uci,,,svm-rbf-C1.0,0.5214285714285715,0.0,0.5214285714285715,0.0,0.45519913451741995,0.0,0.45519913451741995,0.0,0.61470369401205
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",realworld_thigh,uci,,,decision_tree-gini,0.36428571428571427,0.0,0.3642857142857142,0.0,0.34545704725271287,0.0,0.3454570472527129,0.0,0.3624147647347202
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",realworld_thigh,realworld_thigh,,,random_forest-100,0.7023809523809523,0.0,0.7023809523809524,0.0,0.7062504277657778,0.0,0.7062504277657778,0.0,0.713977625534617
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",realworld_thigh,realworld_thigh,,,knn-5,0.6964285714285714,0.0,0.6964285714285715,0.0,0.6988115007876644,0.0,0.6988115007876644,0.0,0.7041440660409919
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",realworld_thigh,realworld_thigh,,,svm-rbf-C1.0,0.6011904761904762,0.0,0.6011904761904763,0.0,0.6013844274666035,0.0,0.6013844274666035,0.0,0.6182156068151253
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-24,all,fft,no scaler,24,"kuhar, motionsense, wisdm",realworld_thigh,realworld_thigh,,,decision_tree-gini,0.6130952380952381,0.0,0.6130952380952381,0.0,0.6136620460149872,0.0,0.6136620460149873,0.0,0.617390854779289
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",uci,wisdm,,,random_forest-100,0.25,0.0,0.25,0.0,0.1858058608058608,0.0,0.2601282051282051,0.0,0.2678967719946454
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",uci,wisdm,,,knn-5,0.36428571428571427,0.0,0.36428571428571427,0.0,0.23914638347891293,0.0,0.3348049368704781,0.0,0.3398064192057401
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",uci,wisdm,,,svm-rbf-C1.0,0.34285714285714286,0.0,0.34285714285714286,0.0,0.23176823176823177,0.0,0.32447552447552447,0.0,0.32680873122355036
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",uci,wisdm,,,decision_tree-gini,0.2714285714285714,0.0,0.27142857142857146,0.0,0.18995788791707155,0.0,0.2659410430839002,0.0,0.26882347736079093
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",motionsense,wisdm,,,random_forest-100,0.5428571428571428,0.0,0.5428571428571429,0.0,0.4287445887445887,0.0,0.6002424242424242,0.0,0.6148084400765965
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",motionsense,wisdm,,,knn-5,0.4928571428571429,0.0,0.4928571428571429,0.0,0.3871636286746643,0.0,0.54202908014453,0.0,0.5718611807808199
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",motionsense,wisdm,,,svm-rbf-C1.0,0.5428571428571428,0.0,0.5428571428571428,0.0,0.42162493269936896,0.0,0.5902749057791166,0.0,0.5974969495222876
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",motionsense,wisdm,,,decision_tree-gini,0.39285714285714285,0.0,0.3928571428571429,0.0,0.31944292868662616,0.0,0.4472201001612766,0.0,0.4683191971855615
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",realworld_waist,realworld_thigh,,,random_forest-100,0.38095238095238093,0.0,0.380952380952381,0.0,0.29791443185999317,0.0,0.2979144318599932,0.0,0.3106077353988402
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",realworld_waist,realworld_thigh,,,knn-5,0.34523809523809523,0.0,0.3452380952380952,0.0,0.27012666234799354,0.0,0.27012666234799354,0.0,0.3122294692898093
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",realworld_waist,realworld_thigh,,,svm-rbf-C1.0,0.5,0.0,0.5000000000000001,0.0,0.4519130529884923,0.0,0.4519130529884923,0.0,0.4985337501172783
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",realworld_waist,realworld_thigh,,,decision_tree-gini,0.34523809523809523,0.0,0.3452380952380952,0.0,0.26865791782731896,0.0,0.26865791782731896,0.0,0.29294783530739965
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",wisdm,realworld_waist,,,random_forest-100,0.3392857142857143,0.0,0.33928571428571425,0.0,0.2998262310434588,0.0,0.3497972695507019,0.0,0.40032488443281605
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",wisdm,realworld_waist,,,knn-5,0.3630952380952381,0.0,0.3630952380952381,0.0,0.3153244371114628,0.0,0.3678785099633733,0.0,0.4013011758923547
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",wisdm,realworld_waist,,,svm-rbf-C1.0,0.30357142857142855,0.0,0.3035714285714286,0.0,0.27634160151208587,0.0,0.32239853509743355,0.0,0.35829940939293203
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-4,axis,fft,no scaler,4,"kuhar, motionsense, wisdm",wisdm,realworld_waist,,,decision_tree-gini,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2786797677208636,0.0,0.32512639567434093,0.0,0.34034777332726746
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",uci,motionsense,,,random_forest-100,0.3273809523809524,0.0,0.3273809523809524,0.0,0.22415252670880928,0.0,0.2241525267088093,0.0,0.26472420300094407
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",uci,motionsense,,,knn-5,0.36904761904761907,0.0,0.36904761904761907,0.0,0.2888284096558992,0.0,0.2888284096558991,0.0,0.3309020097987119
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",uci,motionsense,,,svm-rbf-C1.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.32820512820512815,0.0,0.3282051282051282,0.0,0.36187343222787294
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",uci,motionsense,,,decision_tree-gini,0.47023809523809523,0.0,0.4702380952380953,0.0,0.3935929366345436,0.0,0.3935929366345436,0.0,0.4198614206795698
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",kuhar,realworld_waist,,,random_forest-100,0.5595238095238095,0.0,0.5595238095238095,0.0,0.5223962957950937,0.0,0.5223962957950936,0.0,0.5601946647612202
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",kuhar,realworld_waist,,,knn-5,0.49404761904761907,0.0,0.49404761904761907,0.0,0.4223060693849123,0.0,0.4223060693849123,0.0,0.48175811377698513
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",kuhar,realworld_waist,,,svm-rbf-C1.0,0.47619047619047616,0.0,0.4761904761904762,0.0,0.40288480421036094,0.0,0.40288480421036094,0.0,0.4684397115380673
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",kuhar,realworld_waist,,,decision_tree-gini,0.5238095238095238,0.0,0.5238095238095237,0.0,0.5156851021979943,0.0,0.5156851021979945,0.0,0.5570529968909538
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",umap-12,sensor,fft,no scaler,12,"kuhar, motionsense, wisdm",uci,wisdm,,,random_forest-100,0.2,0.0,0.2,0.0,0.1489158896935567,0.0,0.2084822455709794,0.0,0.2139111983160615
