view,in_use_features,reducer,reduce_on,transforms,scaler,n_components,reducer_datasets,train_datasets,test_datasets,fold,user_id,estimator,accuracy (mean),accuracy (std),balanced accuracy (mean),balanced accuracy (std),f1-score macro (mean),f1-score macro (std),f1-score weighted (mean),f1-score weighted (std),geometric mean (mean)
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",motionsense,kuhar,,,decision_tree-gini,0.4880952380952381,0.0,0.4880952380952381,0.0,0.43687606461534495,0.0,0.43687606461534495,0.0,0.4668069935708894
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",kuhar,motionsense,,,random_forest-100,0.42857142857142855,0.0,0.42857142857142855,0.0,0.39018551200535373,0.0,0.39018551200535373,0.0,0.44204138284407507
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",kuhar,motionsense,,,knn-5,0.2916666666666667,0.0,0.29166666666666663,0.0,0.25959974954323606,0.0,0.25959974954323606,0.0,0.35386113494119337
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",kuhar,motionsense,,,svm-rbf-C1.0,0.5654761904761905,0.0,0.5654761904761905,0.0,0.5339346770406925,0.0,0.5339346770406925,0.0,0.5498233607087176
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",kuhar,motionsense,,,decision_tree-gini,0.19047619047619047,0.0,0.19047619047619047,0.0,0.20683967332903505,0.0,0.206839673329035,0.0,0.22288421842645936
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",kuhar,wisdm,,,random_forest-100,0.40714285714285714,0.0,0.40714285714285714,0.0,0.29358411522032785,0.0,0.41101776130845896,0.0,0.4230999946137755
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",kuhar,wisdm,,,knn-5,0.29285714285714287,0.0,0.2928571428571428,0.0,0.21101324155632037,0.0,0.2954185381788485,0.0,0.40948146481618825
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",kuhar,wisdm,,,svm-rbf-C1.0,0.5,0.0,0.5,0.0,0.37529137529137524,0.0,0.5254079254079254,0.0,0.5397774070140459
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",kuhar,wisdm,,,decision_tree-gini,0.2642857142857143,0.0,0.26428571428571423,0.0,0.19069065204896588,0.0,0.26696691286855223,0.0,0.293513676501003
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",motionsense,motionsense,,,random_forest-100,0.7916666666666666,0.0,0.7916666666666669,0.0,0.7921342651661455,0.0,0.7921342651661454,0.0,0.7936307629365823
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",motionsense,motionsense,,,knn-5,0.8035714285714286,0.0,0.8035714285714285,0.0,0.8049523437275276,0.0,0.8049523437275277,0.0,0.8067053461078921
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",motionsense,motionsense,,,svm-rbf-C1.0,0.7440476190476191,0.0,0.7440476190476191,0.0,0.7143855388302486,0.0,0.7143855388302486,0.0,0.7638685206216569
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",motionsense,motionsense,,,decision_tree-gini,0.6964285714285714,0.0,0.6964285714285715,0.0,0.6977187461634972,0.0,0.6977187461634972,0.0,0.7046296503672164
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",wisdm,motionsense,,,random_forest-100,0.5595238095238095,0.0,0.5595238095238095,0.0,0.46530831864626404,0.0,0.5428597050873081,0.0,0.5476858304299812
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",wisdm,motionsense,,,knn-5,0.5654761904761905,0.0,0.5654761904761905,0.0,0.4536885993786309,0.0,0.5293033659417361,0.0,0.5368091382296062
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",wisdm,motionsense,,,svm-rbf-C1.0,0.5119047619047619,0.0,0.5119047619047619,0.0,0.37785087719298244,0.0,0.44082602339181287,0.0,0.49753525663319154
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",wisdm,motionsense,,,decision_tree-gini,0.47619047619047616,0.0,0.4761904761904761,0.0,0.39419002050581,0.0,0.45988835725677835,0.0,0.46072827753851925
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",realworld_waist,realworld_waist,,,random_forest-100,0.7976190476190477,0.0,0.7976190476190476,0.0,0.7966208740549511,0.0,0.7966208740549512,0.0,0.8019016736631933
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",realworld_waist,realworld_waist,,,knn-5,0.7380952380952381,0.0,0.7380952380952381,0.0,0.7385439360929557,0.0,0.7385439360929558,0.0,0.7533367152834916
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",realworld_waist,realworld_waist,,,svm-rbf-C1.0,0.7559523809523809,0.0,0.7559523809523809,0.0,0.7234815863177442,0.0,0.7234815863177442,0.0,0.79837939447134
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",realworld_waist,realworld_waist,,,decision_tree-gini,0.6785714285714286,0.0,0.6785714285714285,0.0,0.6805460588793921,0.0,0.6805460588793922,0.0,0.6866860429175196
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",realworld_thigh,motionsense,,,random_forest-100,0.7440476190476191,0.0,0.7440476190476191,0.0,0.7425944546308892,0.0,0.7425944546308891,0.0,0.7485917207731009
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",realworld_thigh,motionsense,,,knn-5,0.7440476190476191,0.0,0.7440476190476191,0.0,0.73988907284668,0.0,0.73988907284668,0.0,0.743907468979721
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",realworld_thigh,motionsense,,,svm-rbf-C1.0,0.7023809523809523,0.0,0.7023809523809526,0.0,0.6853638111906735,0.0,0.6853638111906735,0.0,0.7243689206263509
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",realworld_thigh,motionsense,,,decision_tree-gini,0.5416666666666666,0.0,0.5416666666666666,0.0,0.4945974262197789,0.0,0.4945974262197788,0.0,0.5228885048076912
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",kuhar,realworld_waist,,,random_forest-100,0.5833333333333334,0.0,0.5833333333333333,0.0,0.5674104032554715,0.0,0.5674104032554715,0.0,0.6170315671415353
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",kuhar,realworld_waist,,,knn-5,0.5595238095238095,0.0,0.5595238095238095,0.0,0.5278729898253676,0.0,0.5278729898253677,0.0,0.6124004875710128
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",kuhar,realworld_waist,,,svm-rbf-C1.0,0.6428571428571429,0.0,0.6428571428571429,0.0,0.6309261301930664,0.0,0.6309261301930665,0.0,0.6692244599181071
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",kuhar,realworld_waist,,,decision_tree-gini,0.48214285714285715,0.0,0.48214285714285715,0.0,0.48166264398822545,0.0,0.48166264398822534,0.0,0.5186485149149158
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",realworld_thigh,wisdm,,,random_forest-100,0.4785714285714286,0.0,0.47857142857142854,0.0,0.35875894265519664,0.0,0.5022625197172754,0.0,0.5343270380971377
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",realworld_thigh,wisdm,,,knn-5,0.4857142857142857,0.0,0.48571428571428577,0.0,0.35479245256730446,0.0,0.49670943359422615,0.0,0.502021033164352
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",realworld_thigh,wisdm,,,svm-rbf-C1.0,0.5,0.0,0.5,0.0,0.3409419152276295,0.0,0.4773186813186813,0.0,0.5522445345804936
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",realworld_thigh,wisdm,,,decision_tree-gini,0.38571428571428573,0.0,0.3857142857142857,0.0,0.29984584328846625,0.0,0.41978418060385275,0.0,0.44070061602751703
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",realworld_thigh,uci,,,random_forest-100,0.5428571428571428,0.0,0.5428571428571428,0.0,0.5018972771294752,0.0,0.5018972771294753,0.0,0.5991275708510218
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",realworld_thigh,uci,,,knn-5,0.4928571428571429,0.0,0.4928571428571429,0.0,0.3879432774905546,0.0,0.46553193298866546,0.0,0.532369936151309
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",realworld_thigh,uci,,,svm-rbf-C1.0,0.4642857142857143,0.0,0.4642857142857143,0.0,0.42600863076079437,0.0,0.4260086307607944,0.0,0.5287799468415586
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",realworld_thigh,uci,,,decision_tree-gini,0.3357142857142857,0.0,0.33571428571428574,0.0,0.2833005036394867,0.0,0.33996060436738407,0.0,0.35428100982004185
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",realworld_thigh,realworld_thigh,,,random_forest-100,0.8154761904761905,0.0,0.8154761904761906,0.0,0.8191687566899591,0.0,0.8191687566899591,0.0,0.8313711864866048
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",realworld_thigh,realworld_thigh,,,knn-5,0.7559523809523809,0.0,0.7559523809523809,0.0,0.7585693809296293,0.0,0.7585693809296293,0.0,0.7749323011249359
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",realworld_thigh,realworld_thigh,,,svm-rbf-C1.0,0.7142857142857143,0.0,0.7142857142857143,0.0,0.7108102023424604,0.0,0.7108102023424604,0.0,0.7479569511383174
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-24,all,fft,no scaler,24,"uci, wisdm",realworld_thigh,realworld_thigh,,,decision_tree-gini,0.6726190476190477,0.0,0.6726190476190476,0.0,0.6739557946103231,0.0,0.6739557946103231,0.0,0.6765268051961073
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",uci,wisdm,,,random_forest-100,0.2571428571428571,0.0,0.2571428571428571,0.0,0.1888931557234105,0.0,0.2644504180127747,0.0,0.2854160866796286
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",uci,wisdm,,,knn-5,0.22142857142857142,0.0,0.22142857142857145,0.0,0.16380239098291835,0.0,0.2293233473760857,0.0,0.23031844010181135
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",uci,wisdm,,,svm-rbf-C1.0,0.2357142857142857,0.0,0.2357142857142857,0.0,0.14555137844611526,0.0,0.20377192982456138,0.0,0.3007956482032644
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",uci,wisdm,,,decision_tree-gini,0.3142857142857143,0.0,0.31428571428571433,0.0,0.22194017027259236,0.0,0.3107162383816293,0.0,0.3149599706932011
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",motionsense,wisdm,,,random_forest-100,0.5,0.0,0.5,0.0,0.4049634935864295,0.0,0.5669488910210013,0.0,0.5869459042411783
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",motionsense,wisdm,,,knn-5,0.5142857142857142,0.0,0.5142857142857142,0.0,0.40001334601204475,0.0,0.5600186844168626,0.0,0.5746054547003784
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",motionsense,wisdm,,,svm-rbf-C1.0,0.5071428571428571,0.0,0.5071428571428571,0.0,0.35547619047619045,0.0,0.49766666666666665,0.0,0.5896861624879545
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",motionsense,wisdm,,,decision_tree-gini,0.39285714285714285,0.0,0.3928571428571428,0.0,0.3126426713383235,0.0,0.4376997398736529,0.0,0.46523712043568977
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",realworld_waist,realworld_thigh,,,random_forest-100,0.44642857142857145,0.0,0.44642857142857145,0.0,0.4028856418979629,0.0,0.40288564189796283,0.0,0.46493479332727305
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",realworld_waist,realworld_thigh,,,knn-5,0.4107142857142857,0.0,0.41071428571428575,0.0,0.37457912457912457,0.0,0.37457912457912457,0.0,0.4599962823424346
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",realworld_waist,realworld_thigh,,,svm-rbf-C1.0,0.49404761904761907,0.0,0.49404761904761907,0.0,0.44990249647366937,0.0,0.4499024964736694,0.0,0.5235242017915582
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",realworld_waist,realworld_thigh,,,decision_tree-gini,0.36904761904761907,0.0,0.36904761904761907,0.0,0.3238206238206238,0.0,0.3238206238206238,0.0,0.4209604886581453
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",wisdm,realworld_waist,,,random_forest-100,0.3273809523809524,0.0,0.3273809523809524,0.0,0.2849520760685227,0.0,0.3324440887466097,0.0,0.4125362166011108
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",wisdm,realworld_waist,,,knn-5,0.25595238095238093,0.0,0.25595238095238093,0.0,0.20153579724572754,0.0,0.23512509678668214,0.0,0.29868196438322253
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",wisdm,realworld_waist,,,svm-rbf-C1.0,0.30952380952380953,0.0,0.3095238095238096,0.0,0.23629739083417772,0.0,0.2756802893065407,0.0,0.35556777598239014
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-4,axis,fft,no scaler,4,"uci, wisdm",wisdm,realworld_waist,,,decision_tree-gini,0.31547619047619047,0.0,0.31547619047619047,0.0,0.2724108210923627,0.0,0.3178126246077565,0.0,0.36153978918476326
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",uci,motionsense,,,random_forest-100,0.3630952380952381,0.0,0.36309523809523814,0.0,0.32351615335960693,0.0,0.3235161533596069,0.0,0.33390206221877444
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",uci,motionsense,,,knn-5,0.38095238095238093,0.0,0.38095238095238093,0.0,0.3647126522395487,0.0,0.36471265223954863,0.0,0.40206121087754165
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",uci,motionsense,,,svm-rbf-C1.0,0.36904761904761907,0.0,0.36904761904761907,0.0,0.29174049440529104,0.0,0.291740494405291,0.0,0.3796428899208969
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",uci,motionsense,,,decision_tree-gini,0.3273809523809524,0.0,0.32738095238095233,0.0,0.2906099854754772,0.0,0.2906099854754771,0.0,0.29571697360880994
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",kuhar,realworld_waist,,,random_forest-100,0.6011904761904762,0.0,0.6011904761904763,0.0,0.5937928543191701,0.0,0.5937928543191701,0.0,0.6192960272790111
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",kuhar,realworld_waist,,,knn-5,0.5059523809523809,0.0,0.5059523809523809,0.0,0.480645588943248,0.0,0.480645588943248,0.0,0.5325454663400069
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",kuhar,realworld_waist,,,svm-rbf-C1.0,0.5773809523809523,0.0,0.5773809523809524,0.0,0.5654713620186765,0.0,0.5654713620186766,0.0,0.5983694823586225
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",kuhar,realworld_waist,,,decision_tree-gini,0.4642857142857143,0.0,0.46428571428571425,0.0,0.4595320464368083,0.0,0.4595320464368084,0.0,0.48702990591102385
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",uci,wisdm,,,random_forest-100,0.2785714285714286,0.0,0.2785714285714286,0.0,0.20396913482374082,0.0,0.28555678875323715,0.0,0.28691616387573515
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",uci,wisdm,,,knn-5,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2134626247593468,0.0,0.29884767466308554,0.0,0.30140575065790987
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",uci,wisdm,,,svm-rbf-C1.0,0.2357142857142857,0.0,0.2357142857142857,0.0,0.1472222222222222,0.0,0.2061111111111111,0.0,0.30853250670279087
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",uci,wisdm,,,decision_tree-gini,0.22142857142857142,0.0,0.22142857142857145,0.0,0.1644788998022248,0.0,0.2302704597231147,0.0,0.23101645269023358
standartized_inter_balanced,"accel-x, accel-y, accel-z, gyro-x, gyro-y, gyro-z",pca-12,sensor,fft,no scaler,12,"uci, wisdm",realworld_thigh,uci,,,random_forest-100,0.5142857142857142,0.0,0.5142857142857142,0.0,0.4152275672954358,0.0,0.498273080754523,0.0,0.5836602955995385
